1998-01-11-00-00-00|"Sunday"|7|11|2|2|1998-01-11-00-00-00|1|1|"1998-01"|"1998-01"|31|25|1998-01-31-00-00-00|1998-01-25-00-00-00|"January"|"January"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-01-12-00-00-00|"Monday"|1|12|3|3|1998-01-18-00-00-00|1|1|"1998-01"|"1998-01"|31|25|1998-01-31-00-00-00|1998-01-25-00-00-00|"January"|"January"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-01-13-00-00-00|"Tuesday"|2|13|3|3|1998-01-18-00-00-00|1|1|"1998-01"|"1998-01"|31|25|1998-01-31-00-00-00|1998-01-25-00-00-00|"January"|"January"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-01-14-00-00-00|"Wednesday"|3|14|3|3|1998-01-18-00-00-00|1|1|"1998-01"|"1998-01"|31|25|1998-01-31-00-00-00|1998-01-25-00-00-00|"January"|"January"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-01-15-00-00-00|"Thursday"|4|15|3|3|1998-01-18-00-00-00|1|1|"1998-01"|"1998-01"|31|25|1998-01-31-00-00-00|1998-01-25-00-00-00|"January"|"January"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-01-16-00-00-00|"Friday"|5|16|3|3|1998-01-18-00-00-00|1|1|"1998-01"|"1998-01"|31|25|1998-01-31-00-00-00|1998-01-25-00-00-00|"January"|"January"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-01-17-00-00-00|"Saturday"|6|17|3|3|1998-01-18-00-00-00|1|1|"1998-01"|"1998-01"|31|25|1998-01-31-00-00-00|1998-01-25-00-00-00|"January"|"January"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-01-18-00-00-00|"Sunday"|7|18|3|3|1998-01-18-00-00-00|1|1|"1998-01"|"1998-01"|31|25|1998-01-31-00-00-00|1998-01-25-00-00-00|"January"|"January"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-01-19-00-00-00|"Monday"|1|19|4|4|1998-01-25-00-00-00|1|1|"1998-01"|"1998-01"|31|25|1998-01-31-00-00-00|1998-01-25-00-00-00|"January"|"January"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-01-20-00-00-00|"Tuesday"|2|20|4|4|1998-01-25-00-00-00|1|1|"1998-01"|"1998-01"|31|25|1998-01-31-00-00-00|1998-01-25-00-00-00|"January"|"January"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-01-21-00-00-00|"Wednesday"|3|21|4|4|1998-01-25-00-00-00|1|1|"1998-01"|"1998-01"|31|25|1998-01-31-00-00-00|1998-01-25-00-00-00|"January"|"January"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-01-22-00-00-00|"Thursday"|4|22|4|4|1998-01-25-00-00-00|1|1|"1998-01"|"1998-01"|31|25|1998-01-31-00-00-00|1998-01-25-00-00-00|"January"|"January"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-01-23-00-00-00|"Friday"|5|23|4|4|1998-01-25-00-00-00|1|1|"1998-01"|"1998-01"|31|25|1998-01-31-00-00-00|1998-01-25-00-00-00|"January"|"January"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-01-24-00-00-00|"Saturday"|6|24|4|4|1998-01-25-00-00-00|1|1|"1998-01"|"1998-01"|31|25|1998-01-31-00-00-00|1998-01-25-00-00-00|"January"|"January"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-01-25-00-00-00|"Sunday"|7|25|4|4|1998-01-25-00-00-00|1|1|"1998-01"|"1998-01"|31|25|1998-01-31-00-00-00|1998-01-25-00-00-00|"January"|"January"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-01-26-00-00-00|"Monday"|1|26|5|5|1998-02-01-00-00-00|1|2|"1998-01"|"1998-02"|31|28|1998-01-31-00-00-00|1998-02-22-00-00-00|"January"|"February"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-01-27-00-00-00|"Tuesday"|2|27|5|5|1998-02-01-00-00-00|1|2|"1998-01"|"1998-02"|31|28|1998-01-31-00-00-00|1998-02-22-00-00-00|"January"|"February"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-01-28-00-00-00|"Wednesday"|3|28|5|5|1998-02-01-00-00-00|1|2|"1998-01"|"1998-02"|31|28|1998-01-31-00-00-00|1998-02-22-00-00-00|"January"|"February"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-01-29-00-00-00|"Thursday"|4|29|5|5|1998-02-01-00-00-00|1|2|"1998-01"|"1998-02"|31|28|1998-01-31-00-00-00|1998-02-22-00-00-00|"January"|"February"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-01-30-00-00-00|"Friday"|5|30|5|5|1998-02-01-00-00-00|1|2|"1998-01"|"1998-02"|31|28|1998-01-31-00-00-00|1998-02-22-00-00-00|"January"|"February"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-01-31-00-00-00|"Saturday"|6|31|5|5|1998-02-01-00-00-00|1|2|"1998-01"|"1998-02"|31|28|1998-01-31-00-00-00|1998-02-22-00-00-00|"January"|"February"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-02-01-00-00-00|"Sunday"|7|1|5|5|1998-02-01-00-00-00|2|2|"1998-02"|"1998-02"|28|28|1998-02-28-00-00-00|1998-02-22-00-00-00|"February"|"February"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-02-02-00-00-00|"Monday"|1|2|6|6|1998-02-08-00-00-00|2|2|"1998-02"|"1998-02"|28|28|1998-02-28-00-00-00|1998-02-22-00-00-00|"February"|"February"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-02-03-00-00-00|"Tuesday"|2|3|6|6|1998-02-08-00-00-00|2|2|"1998-02"|"1998-02"|28|28|1998-02-28-00-00-00|1998-02-22-00-00-00|"February"|"February"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-02-04-00-00-00|"Wednesday"|3|4|6|6|1998-02-08-00-00-00|2|2|"1998-02"|"1998-02"|28|28|1998-02-28-00-00-00|1998-02-22-00-00-00|"February"|"February"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-02-05-00-00-00|"Thursday"|4|5|6|6|1998-02-08-00-00-00|2|2|"1998-02"|"1998-02"|28|28|1998-02-28-00-00-00|1998-02-22-00-00-00|"February"|"February"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-02-06-00-00-00|"Friday"|5|6|6|6|1998-02-08-00-00-00|2|2|"1998-02"|"1998-02"|28|28|1998-02-28-00-00-00|1998-02-22-00-00-00|"February"|"February"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-02-07-00-00-00|"Saturday"|6|7|6|6|1998-02-08-00-00-00|2|2|"1998-02"|"1998-02"|28|28|1998-02-28-00-00-00|1998-02-22-00-00-00|"February"|"February"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-02-08-00-00-00|"Sunday"|7|8|6|6|1998-02-08-00-00-00|2|2|"1998-02"|"1998-02"|28|28|1998-02-28-00-00-00|1998-02-22-00-00-00|"February"|"February"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-02-09-00-00-00|"Monday"|1|9|7|7|1998-02-15-00-00-00|2|2|"1998-02"|"1998-02"|28|28|1998-02-28-00-00-00|1998-02-22-00-00-00|"February"|"February"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-02-10-00-00-00|"Tuesday"|2|10|7|7|1998-02-15-00-00-00|2|2|"1998-02"|"1998-02"|28|28|1998-02-28-00-00-00|1998-02-22-00-00-00|"February"|"February"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-02-11-00-00-00|"Wednesday"|3|11|7|7|1998-02-15-00-00-00|2|2|"1998-02"|"1998-02"|28|28|1998-02-28-00-00-00|1998-02-22-00-00-00|"February"|"February"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-02-12-00-00-00|"Thursday"|4|12|7|7|1998-02-15-00-00-00|2|2|"1998-02"|"1998-02"|28|28|1998-02-28-00-00-00|1998-02-22-00-00-00|"February"|"February"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-02-13-00-00-00|"Friday"|5|13|7|7|1998-02-15-00-00-00|2|2|"1998-02"|"1998-02"|28|28|1998-02-28-00-00-00|1998-02-22-00-00-00|"February"|"February"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-02-14-00-00-00|"Saturday"|6|14|7|7|1998-02-15-00-00-00|2|2|"1998-02"|"1998-02"|28|28|1998-02-28-00-00-00|1998-02-22-00-00-00|"February"|"February"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-02-15-00-00-00|"Sunday"|7|15|7|7|1998-02-15-00-00-00|2|2|"1998-02"|"1998-02"|28|28|1998-02-28-00-00-00|1998-02-22-00-00-00|"February"|"February"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-02-16-00-00-00|"Monday"|1|16|8|8|1998-02-22-00-00-00|2|2|"1998-02"|"1998-02"|28|28|1998-02-28-00-00-00|1998-02-22-00-00-00|"February"|"February"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-02-17-00-00-00|"Tuesday"|2|17|8|8|1998-02-22-00-00-00|2|2|"1998-02"|"1998-02"|28|28|1998-02-28-00-00-00|1998-02-22-00-00-00|"February"|"February"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-02-18-00-00-00|"Wednesday"|3|18|8|8|1998-02-22-00-00-00|2|2|"1998-02"|"1998-02"|28|28|1998-02-28-00-00-00|1998-02-22-00-00-00|"February"|"February"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-02-19-00-00-00|"Thursday"|4|19|8|8|1998-02-22-00-00-00|2|2|"1998-02"|"1998-02"|28|28|1998-02-28-00-00-00|1998-02-22-00-00-00|"February"|"February"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-02-20-00-00-00|"Friday"|5|20|8|8|1998-02-22-00-00-00|2|2|"1998-02"|"1998-02"|28|28|1998-02-28-00-00-00|1998-02-22-00-00-00|"February"|"February"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-02-21-00-00-00|"Saturday"|6|21|8|8|1998-02-22-00-00-00|2|2|"1998-02"|"1998-02"|28|28|1998-02-28-00-00-00|1998-02-22-00-00-00|"February"|"February"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-02-22-00-00-00|"Sunday"|7|22|8|8|1998-02-22-00-00-00|2|2|"1998-02"|"1998-02"|28|28|1998-02-28-00-00-00|1998-02-22-00-00-00|"February"|"February"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-02-23-00-00-00|"Monday"|1|23|9|9|1998-03-01-00-00-00|2|3|"1998-02"|"1998-03"|28|35|1998-02-28-00-00-00|1998-03-29-00-00-00|"February"|"March"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-02-24-00-00-00|"Tuesday"|2|24|9|9|1998-03-01-00-00-00|2|3|"1998-02"|"1998-03"|28|35|1998-02-28-00-00-00|1998-03-29-00-00-00|"February"|"March"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-02-25-00-00-00|"Wednesday"|3|25|9|9|1998-03-01-00-00-00|2|3|"1998-02"|"1998-03"|28|35|1998-02-28-00-00-00|1998-03-29-00-00-00|"February"|"March"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-02-26-00-00-00|"Thursday"|4|26|9|9|1998-03-01-00-00-00|2|3|"1998-02"|"1998-03"|28|35|1998-02-28-00-00-00|1998-03-29-00-00-00|"February"|"March"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-02-27-00-00-00|"Friday"|5|27|9|9|1998-03-01-00-00-00|2|3|"1998-02"|"1998-03"|28|35|1998-02-28-00-00-00|1998-03-29-00-00-00|"February"|"March"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-02-28-00-00-00|"Saturday"|6|28|9|9|1998-03-01-00-00-00|2|3|"1998-02"|"1998-03"|28|35|1998-02-28-00-00-00|1998-03-29-00-00-00|"February"|"March"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-03-01-00-00-00|"Sunday"|7|1|9|9|1998-03-01-00-00-00|3|3|"1998-03"|"1998-03"|31|35|1998-03-31-00-00-00|1998-03-29-00-00-00|"March"|"March"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-03-02-00-00-00|"Monday"|1|2|10|10|1998-03-08-00-00-00|3|3|"1998-03"|"1998-03"|31|35|1998-03-31-00-00-00|1998-03-29-00-00-00|"March"|"March"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-03-03-00-00-00|"Tuesday"|2|3|10|10|1998-03-08-00-00-00|3|3|"1998-03"|"1998-03"|31|35|1998-03-31-00-00-00|1998-03-29-00-00-00|"March"|"March"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-03-04-00-00-00|"Wednesday"|3|4|10|10|1998-03-08-00-00-00|3|3|"1998-03"|"1998-03"|31|35|1998-03-31-00-00-00|1998-03-29-00-00-00|"March"|"March"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-03-05-00-00-00|"Thursday"|4|5|10|10|1998-03-08-00-00-00|3|3|"1998-03"|"1998-03"|31|35|1998-03-31-00-00-00|1998-03-29-00-00-00|"March"|"March"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-03-06-00-00-00|"Friday"|5|6|10|10|1998-03-08-00-00-00|3|3|"1998-03"|"1998-03"|31|35|1998-03-31-00-00-00|1998-03-29-00-00-00|"March"|"March"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-03-07-00-00-00|"Saturday"|6|7|10|10|1998-03-08-00-00-00|3|3|"1998-03"|"1998-03"|31|35|1998-03-31-00-00-00|1998-03-29-00-00-00|"March"|"March"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-03-08-00-00-00|"Sunday"|7|8|10|10|1998-03-08-00-00-00|3|3|"1998-03"|"1998-03"|31|35|1998-03-31-00-00-00|1998-03-29-00-00-00|"March"|"March"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-03-09-00-00-00|"Monday"|1|9|11|11|1998-03-15-00-00-00|3|3|"1998-03"|"1998-03"|31|35|1998-03-31-00-00-00|1998-03-29-00-00-00|"March"|"March"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-03-10-00-00-00|"Tuesday"|2|10|11|11|1998-03-15-00-00-00|3|3|"1998-03"|"1998-03"|31|35|1998-03-31-00-00-00|1998-03-29-00-00-00|"March"|"March"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-03-11-00-00-00|"Wednesday"|3|11|11|11|1998-03-15-00-00-00|3|3|"1998-03"|"1998-03"|31|35|1998-03-31-00-00-00|1998-03-29-00-00-00|"March"|"March"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-03-12-00-00-00|"Thursday"|4|12|11|11|1998-03-15-00-00-00|3|3|"1998-03"|"1998-03"|31|35|1998-03-31-00-00-00|1998-03-29-00-00-00|"March"|"March"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-03-13-00-00-00|"Friday"|5|13|11|11|1998-03-15-00-00-00|3|3|"1998-03"|"1998-03"|31|35|1998-03-31-00-00-00|1998-03-29-00-00-00|"March"|"March"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-03-14-00-00-00|"Saturday"|6|14|11|11|1998-03-15-00-00-00|3|3|"1998-03"|"1998-03"|31|35|1998-03-31-00-00-00|1998-03-29-00-00-00|"March"|"March"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-03-15-00-00-00|"Sunday"|7|15|11|11|1998-03-15-00-00-00|3|3|"1998-03"|"1998-03"|31|35|1998-03-31-00-00-00|1998-03-29-00-00-00|"March"|"March"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
1998-03-16-00-00-00|"Monday"|1|16|12|12|1998-03-22-00-00-00|3|3|"1998-03"|"1998-03"|31|35|1998-03-31-00-00-00|1998-03-29-00-00-00|"March"|"March"|"1998-Q1"|"1998-Q1"|90|88|1998-03-31-00-00-00|1998-03-29-00-00-00|1|1|1998|1998|365|361|1998-12-31-00-00-00|1998-12-27-00-00-00|
