4105|18250|14-FEB-98|T|9999|2|158|36|79|                                        
410|161560|16-FEB-98|I|9999|5|695|61.2|139|                                     
5380|34340|19-FEB-98|I|9999|12|984|27|82|                                       
16060|60420|22-FEB-98|P|9999|10|2750|108|275|                                   
7810|27430|26-FEB-98|T|9999|2|62|16.2|31|                                       
3160|103400|27-FEB-98|S|9999|14|728|18.6|52|                                    
22670|33600|01-MAR-98|S|9999|4|312|37.8|78|                                     
6345|71610|02-MAR-98|S|9999|24|408|6.6|17|                                      
1240|35170|03-MAR-98|P|9999|18|1422|23.4|79|                                    
38920|128020|04-MAR-98|T|9999|7|133|7.8|19|                                     
2435|28810|10-MAR-98|I|9999|27|135|1.8|5|                                       
5120|26450|11-MAR-98|S|9999|21|1449|34.2|69|                                    
12605|61720|17-MAR-98|S|9999|14|1386|45|99|                                     
2205|188200|18-MAR-98|P|9999|5|35|3|7|                                          
1050|52860|18-MAR-98|I|9999|21|525|12.6|25|                                     
10660|7720|20-MAR-98|T|9999|7|294|15|42|                                        
1465|31590|20-MAR-98|I|9999|19|2375|45.6|125|                                   
7135|49360|20-MAR-98|S|9999|2|58|11.4|29|                                       
4945|2470|21-MAR-98|T|9999|2|84|11.4|42|                                        
12390|20000|22-MAR-98|C|9999|5|230|19.8|46|                                     
385|37240|22-MAR-98|I|9999|12|1416|51.6|118|                                    
2275|66800|23-MAR-98|C|9999|22|1408|33|64|                                      
1825|111050|23-MAR-98|C|9999|6|288|24.6|48|                                     
160|37280|24-MAR-98|I|9999|12|660|19.8|55|                                      
9235|13000|24-MAR-98|S|9999|9|621|30|69|                                        
6245|43400|26-MAR-98|C|9999|13|702|22.8|54|                                     
920|62650|27-MAR-98|S|9999|11|88|3.6|8|                                         
34235|49390|28-MAR-98|S|9999|1|125|55.2|125|                                    
1720|109850|29-MAR-98|P|9999|17|561|13.8|33|                                    
5255|101520|29-MAR-98|S|9999|10|690|36.6|69|                                    
8295|19400|02-APR-98|T|9999|2|18|3|9|                                           
9305|16490|02-APR-98|I|9999|14|1484|54|106|                                     
2155|74070|04-APR-98|P|9999|8|880|38.4|110|                                     
2975|30720|07-APR-98|T|9999|2|24|3|12|                                          
530|29140|08-APR-98|P|9999|8|224|14.4|28|                                       
3475|3910|10-APR-98|I|9999|1|32|9|32|                                           
12845|84700|11-APR-98|S|9999|2|24|4.8|12|                                       
1485|37310|12-APR-98|S|9999|9|81|2.4|9|                                         
3040|19520|12-APR-98|S|9999|34|1326|13.8|39|                                    
410|161560|13-APR-98|I|9999|5|695|61.2|139|                                     
5295|3320|13-APR-98|P|9999|3|204|22.8|68|                                       
2070|98380|14-APR-98|T|9999|2|216|49.8|108|                                     
9605|8370|15-APR-98|C|9999|20|1560|34.8|78|                                     
1505|22760|16-APR-98|S|9999|5|225|21|45|                                        
7125|85570|16-APR-98|I|9999|18|1170|24.6|65|                                    
1465|22540|16-APR-98|I|9999|8|1000|45.6|125|                                    
2075|58670|17-APR-98|S|9999|2|168|31.2|84|                                      
12210|46080|19-APR-98|P|9999|18|234|5.4|13|                                     
6965|6910|22-APR-98|I|9999|19|2565|49.2|135|                                    
2070|132610|23-APR-98|I|9999|4|432|49.8|108|                                    
7810|27430|23-APR-98|T|9999|2|62|16.2|31|                                       
19265|139220|26-APR-98|S|9999|4|168|13.2|42|                                    
1505|22760|28-APR-98|S|9999|5|225|21|45|                                        
2040|80400|28-APR-98|I|9999|5|185|12.6|37|                                      
8930|11430|01-MAY-98|S|9999|2|108|17.4|54|                                      
4245|14680|04-MAY-98|T|9999|5|195|16.8|39|                                      
9745|24410|04-MAY-98|C|9999|10|1450|62.4|145|                                   
4395|22300|04-MAY-98|S|9999|15|735|21|49|                                       
4985|71950|05-MAY-98|I|9999|4|32|2.4|8|                                         
3450|33600|06-MAY-98|T|9999|13|624|24|48|                                       
3740|6750|06-MAY-98|S|9999|11|638|16.8|58|                                      
4545|37820|09-MAY-98|S|9999|24|3168|65.4|132|                                   
945|46380|11-MAY-98|T|9999|2|330|46.2|165|                                      
8745|2870|12-MAY-98|T|9999|7|756|46.2|108|                                      
4485|40620|13-MAY-98|C|9999|20|2780|39.6|139|                                   
1580|2080|13-MAY-98|T|9999|2|28|5.4|14|                                         
9585|31560|14-MAY-98|S|9999|2|76|18|38|                                         
6940|158430|17-MAY-98|S|9999|4|540|44.4|135|                                    
795|9580|17-MAY-98|I|9999|11|649|19.8|59|                                       
125|58940|18-MAY-98|T|9999|7|903|49.2|129|                                      
1355|118900|19-MAY-98|T|9999|10|330|13.2|33|                                    
205|22810|19-MAY-98|I|9999|12|792|27.6|66|                                      
845|26380|19-MAY-98|T|9999|2|118|23.4|59|                                       
1675|133370|20-MAY-98|I|9999|1|59|27|59|                                        
5250|101520|24-MAY-98|S|9999|3|444|78|148|                                      
45|11600|25-MAY-98|S|9999|2|158|39.6|79|                                        
570|30350|26-MAY-98|C|9999|11|1320|55.2|120|                                    
7560|46280|27-MAY-98|S|9999|6|294|19.2|49|                                      
1520|7450|27-MAY-98|T|9999|2|32|8.4|16|                                         
9680|8950|27-MAY-98|T|9999|10|30|1.8|3|                                         
7580|3910|30-MAY-98|C|9999|17|153|3.6|9|                                        
840|59960|01-JUN-98|S|9999|29|1566|21|54|                                       
1640|23030|02-JUN-98|S|9999|1|36|14.4|36|                                       
17920|42780|03-JUN-98|I|9999|13|182|6|14|                                       
975|73340|04-JUN-98|T|9999|2|20|2.4|10|                                         
4230|37240|06-JUN-98|S|9999|4|220|20.4|55|                                      
3360|39820|06-JUN-98|S|9999|39|1287|15.6|33|                                    
7535|5900|07-JUN-98|C|9999|28|784|9.6|28|                                       
18460|11470|09-JUN-98|P|9999|8|576|27.6|72|                                     
35785|89870|09-JUN-98|P|211|17|938.4|21|55.2|                                   
550|16380|10-JUN-98|I|379|5|119|13.8|23.8|                                      
2315|52860|10-JUN-98|S|9999|6|114|9.6|19|                                       
630|125910|11-JUN-98|T|163|2|33.6|8.4|16.8|                                     
6920|30650|13-JUN-98|S|9999|37|1480|16.2|40|                                    
3745|6030|16-JUN-98|P|9999|10|1080|46.2|108|                                    
2640|15200|17-JUN-98|C|9999|17|323|7.2|19|                                      
920|6760|18-JUN-98|S|391|2|12.8|3.6|6.4|                                        
9925|21600|20-JUN-98|P|499|17|187.85|6.6|11.05|                                 
185|29790|22-JUN-98|S|9999|44|1716|16.8|39|                                     
1655|37120|26-JUN-98|I|9999|5|240|16.8|48|                                      
4835|145360|27-JUN-98|P|9999|3|90|15|30|                                        
44520|178150|28-JUN-98|C|9999|12|96|4.8|8|                                      
10965|145360|03-JUL-98|I|67|19|1692.9|36|89.1|                                  
160|161560|04-JUL-98|C|343|17|748|19.8|44|                                      
15225|49620|04-JUL-98|S|9999|10|880|37.2|88|                                    
1945|49840|05-JUL-98|S|9999|24|1728|19.8|72|                                    
42220|43180|09-JUL-98|S|238|8|89.6|6|11.2|                                      
9185|22800|11-JUL-98|C|391|28|1545.6|28.8|55.2|                                 
34740|33600|11-JUL-98|P|211|3|100.8|12.6|33.6|                                  
3430|45810|12-JUL-98|P|55|39|6142.5|56.4|157.5|                                 
11925|3870|13-JUL-98|P|9999|11|286|10.8|26|                                     
16260|98630|13-JUL-98|I|9999|4|60|7.8|15|                                       
11525|22810|17-JUL-98|I|430|13|222.3|10.2|17.1|                                 
4270|29950|17-JUL-98|T|499|2|50.4|15|25.2|                                      
4210|18510|21-JUL-98|T|9999|2|18|4.2|9|                                         
2595|42070|22-JUL-98|C|262|6|235.2|20.4|39.2|                                   
6920|27920|23-JUL-98|I|391|19|608|16.2|32|                                      
3615|66800|25-JUL-98|I|9999|44|616|6.6|14|                                      
1235|32460|27-JUL-98|S|9999|14|756|23.4|54|                                     
6465|4580|27-JUL-98|P|9999|17|1173|25.2|69|                                     
2915|18510|27-JUL-98|T|9999|2|136|28.2|68|                                      
3200|65010|29-JUL-98|I|211|14|112|4.2|8|                                        
2190|54210|01-AUG-98|S|9999|16|112|3|7|                                         
445|45410|02-AUG-98|C|154|11|431.2|13.8|39.2|                                   
2415|9580|06-AUG-98|S|7|19|1179.9|28.8|62.1|                                    
6005|34340|08-AUG-98|S|475|33|2323.2|40.8|70.4|                                 
6815|42900|10-AUG-98|S|9999|24|1656|35.4|69|                                    
3790|45270|10-AUG-98|S|478|12|259.2|12|21.6|                                    
20470|55760|11-AUG-98|S|9999|31|992|9|32|                                       
4395|17630|14-AUG-98|T|9999|2|98|21|49|                                         
4845|200|14-AUG-98|T|475|2|10.5|3|5.25|                                         
3055|4580|14-AUG-98|P|115|39|491.4|7.2|12.6|                                    
9045|149940|17-AUG-98|I|9999|1|39|19.2|39|                                      
4315|140570|17-AUG-98|I|9999|4|144|18.6|36|                                     
550|430|18-AUG-98|S|9999|5|140|13.8|28|                                         
4105|45270|18-AUG-98|C|442|12|758.4|36|63.2|                                    
3145|48670|19-AUG-98|S|9999|3|195|18.6|65|                                      
3945|37280|20-AUG-98|I|9999|19|1596|23.4|84|                                    
9400|23270|20-AUG-98|P|9999|11|187|7.8|17|                                      
2885|16420|20-AUG-98|I|226|4|281.6|38.4|70.4|                                   
3330|85570|20-AUG-98|S|19|7|491.4|37.8|70.2|                                    
2515|49280|23-AUG-98|S|9999|4|60|7.8|15|                                        
11895|118830|24-AUG-98|P|9999|18|288|7.2|16|                                    
1230|2010|24-AUG-98|T|9999|10|560|20.4|56|                                      
10790|47430|25-AUG-98|S|9999|3|585|66|195|                                      
3800|1730|26-AUG-98|S|19|46|1490.4|11.4|32.4|                                   
2275|63470|26-AUG-98|T|91|2|115.2|33|57.6|                                      
1365|28350|27-AUG-98|S|9999|2|98|14.4|49|                                       
18205|39750|27-AUG-98|S|9999|2|116|24|58|                                       
7420|13640|28-AUG-98|S|9999|9|198|9|22|                                         
7605|35860|30-AUG-98|S|9999|39|1482|16.8|38|                                    
6980|40930|06-SEP-98|I|9999|40|1720|12|43|                                      
26380|29950|09-SEP-98|T|9999|2|116|19.2|58|                                     
280|171730|14-SEP-98|C|9999|35|1575|13.8|45|                                    
3155|12070|15-SEP-98|S|9999|2|104|18|52|                                        
9060|16590|15-SEP-98|S|433|8|924|64.8|115.5|                                    
105|74360|19-SEP-98|T|9999|7|476|30.6|68|                                       
7845|16090|19-SEP-98|S|49|12|280.8|10.2|23.4|                                   
2000|176210|19-SEP-98|C|9999|17|323|5.4|19|                                     
3725|65090|19-SEP-98|C|9999|27|1458|23.4|54|                                    
480|4470|20-SEP-98|T|9999|2|48|6.6|24|                                          
5530|23960|21-SEP-98|I|241|5|45|5.4|9|                                          
425|45700|22-SEP-98|C|37|11|1376.1|58.2|125.1|                                  
535|34680|22-SEP-98|S|97|14|1234.8|33.6|88.2|                                   
4460|35860|24-SEP-98|S|9999|3|144|18.6|48|                                      
3760|33710|24-SEP-98|S|9999|9|405|24|45|                                        
49955|16380|01-OCT-98|C|9999|13|1378|57|106|                                    
470|130130|01-OCT-98|S|9999|24|384|4.8|16|                                      
9615|25900|04-OCT-98|C|385|3|21.6|4.2|7.2|                                      
16295|113140|05-OCT-98|P|9999|8|112|4.8|14|                                     
2210|62460|06-OCT-98|S|421|2|10.5|3|5.25|                                       
3670|64390|07-OCT-98|S|9999|33|8184|120|248|                                    
39705|45270|09-OCT-98|T|9999|2|118|24.6|59|                                     
5430|13000|11-OCT-98|I|469|24|705.6|15.6|29.4|                                  
2910|4750|12-OCT-98|S|1|17|612|17.4|36|                                         
2205|52860|12-OCT-98|S|9999|6|42|3|7|                                           
43840|79410|14-OCT-98|P|9999|3|177|23.4|59|                                     
1575|176930|14-OCT-98|P|9999|11|638|21.6|58|                                    
28955|22330|16-OCT-98|S|9999|11|1188|58.2|108|                                  
5980|6680|24-OCT-98|I|9999|1|9|2.4|9|                                           
695|36540|24-OCT-98|S|9999|2|26|5.4|13|                                         
2585|24980|26-OCT-98|I|9999|21|1848|41.4|88|                                    
23005|31270|26-OCT-98|C|9999|18|1764|45.6|98|                                   
2735|13340|27-OCT-98|S|9999|16|768|21|48|                                       
4100|4620|28-OCT-98|I|9999|4|240|26.4|60|                                       
10720|12160|28-OCT-98|I|9999|25|625|10.2|25|                                    
10070|24510|29-OCT-98|S|9999|9|792|40.8|88|                                     
3560|113110|29-OCT-98|I|9999|12|432|13.8|36|                                    
39955|18250|29-OCT-98|S|9999|33|1089|17.4|33|                                   
600|34710|29-OCT-98|I|9999|8|784|43.8|98|                                       
37055|141470|30-OCT-98|I|445|19|855.95|26.4|45.05|                              
2410|45550|30-OCT-98|C|9999|28|196|3|7|                                         
315|178150|02-NOV-98|S|9999|8|552|35.4|69|                                      
40895|30350|06-NOV-98|S|9999|22|1452|28.8|66|                                   
9980|67040|07-NOV-98|I|9999|4|192|13.2|48|                                      
9115|8430|09-NOV-98|T|9999|7|448|28.8|64|                                       
7595|40720|12-NOV-98|I|157|1|44|22.8|44|                                        
7725|22940|12-NOV-98|I|9999|19|1121|24.6|59|                                    
2345|51020|12-NOV-98|S|157|2|30.4|7.2|15.2|                                     
12925|46080|12-NOV-98|T|9999|10|260|10.8|26|                                    
8075|48390|14-NOV-98|T|9999|3|384|48|128|                                       
450|10930|14-NOV-98|T|1|2|86.4|24|43.2|                                         
12485|148950|16-NOV-98|T|9999|10|690|19.8|69|                                   
1560|89990|17-NOV-98|I|13|2|1071|234|535.5|                                     
2135|138090|18-NOV-98|T|9999|2|74|13.8|37|                                      
16040|48040|18-NOV-98|S|9999|8|64|3|8|                                          
9690|5560|19-NOV-98|S|457|3|54.6|10.8|18.2|                                     
2625|22800|19-NOV-98|S|265|8|377.6|22.8|47.2|                                   
28745|74400|20-NOV-98|P|9999|18|2304|55.2|128|                                  
3250|38970|21-NOV-98|I|9999|12|1500|66|125|                                     
80|18880|21-NOV-98|C|9999|12|408|12.6|34|                                       
2190|79000|23-NOV-98|I|9999|20|140|3|7|                                         
26900|128020|23-NOV-98|T|9999|2|30|6|15|                                        
7525|770|23-NOV-98|S|9999|34|850|13.2|25|                                       
13075|9580|24-NOV-98|I|9999|8|336|15.6|42|                                      
43500|75300|28-NOV-98|I|9999|8|320|11.4|40|                                     
270|27550|28-NOV-98|T|25|5|396|31.2|79.2|                                       
4340|23030|02-DEC-98|P|9999|5|225|18|45|                                        
435|157820|03-DEC-98|I|9999|19|1748|29.4|92|                                    
2620|1970|06-DEC-98|I|9999|16|1424|44.4|89|                                     
9295|24000|06-DEC-98|S|9999|34|612|6|18|                                        
24330|25400|08-DEC-98|I|9999|17|1156|33|68|                                     
2860|45530|08-DEC-98|P|9999|11|528|22.8|48|                                     
2400|8370|09-DEC-98|S|9999|13|91|3|7|                                           
4030|4880|09-DEC-98|P|9999|7|70|5.4|10|                                         
20160|7200|09-DEC-98|S|9999|1|18|6|18|                                          
36450|23030|11-DEC-98|P|9999|8|272|17.4|34|                                     
1175|146640|13-DEC-98|S|9999|4|424|48.6|106|                                    
5605|30960|14-DEC-98|S|9999|7|826|53.4|118|                                     
2860|80260|15-DEC-98|S|9999|3|144|22.8|48|                                      
2020|16340|16-DEC-98|I|9999|1|19|10.2|19|                                       
2185|84480|16-DEC-98|S|9999|9|2502|117|278|                                     
19780|69350|17-DEC-98|S|9999|20|980|15|49|                                      
315|178150|18-DEC-98|S|9999|16|1104|35.4|69|                                    
3810|34340|24-DEC-98|S|9999|11|286|13.2|26|                                     
22470|157940|25-DEC-98|S|9999|13|1430|31.2|110|                                 
6030|5330|27-DEC-98|C|9999|46|874|10.2|19|                                      
2735|6000|28-DEC-98|C|9999|6|288|21|48|                                         
1575|45810|28-DEC-98|S|9999|3|174|21.6|58|                                      
2070|55690|28-DEC-98|I|9999|4|432|49.8|108|                                     
32565|44100|29-DEC-98|T|9999|10|790|41.4|79|                                    
7810|18330|30-DEC-98|I|9999|4|124|16.2|31|                                      
29245|10190|01-JAN-99|C|9999|14|756|22.8|54|                                    
30|5010|02-JAN-99|S|9999|35|490|7.8|14|                                         
1900|34700|04-JAN-99|I|9999|13|117|3.6|9|                                       
8160|138090|05-JAN-99|S|9999|38|1596|15|42|                                     
3695|1100|05-JAN-99|S|9999|26|832|13.2|32|                                      
2030|28350|06-JAN-99|S|9999|29|551|10.2|19|                                     
5380|48180|06-JAN-99|T|9999|2|164|27|82|                                        
15600|63480|08-JAN-99|S|47|19|923.4|24|48.6|                                    
27105|18860|10-JAN-99|S|9999|2|128|28.8|64|                                     
17250|134430|12-JAN-99|I|9999|20|840|22.2|42|                                   
1920|35510|12-JAN-99|S|9999|1|9|3.6|9|                                          
32315|3220|13-JAN-99|I|9999|14|112|4.2|8|                                       
10395|4750|13-JAN-99|S|9999|2|78|16.8|39|                                       
7685|2580|13-JAN-99|T|9999|3|147|20.4|49|                                       
1425|16920|14-JAN-99|I|9999|4|76|7.8|19|                                        
1210|40020|16-JAN-99|S|9999|14|966|28.8|69|                                     
295|57730|16-JAN-99|S|23|2|124.2|23.4|62.1|                                     
32950|22760|18-JAN-99|S|23|34|2386.8|39|70.2|                                   
4365|34710|18-JAN-99|T|59|5|441|29.4|88.2|                                      
3170|41060|19-JAN-99|S|9999|13|1144|42.6|88|                                    
43095|8800|20-JAN-99|C|9999|16|624|16.2|39|                                     
18225|89870|21-JAN-99|T|9999|3|114|16.2|38|                                     
7030|46730|22-JAN-99|S|347|3|172.8|34.2|57.6|                                   
1805|139450|22-JAN-99|S|9999|3|1185|202.2|395|                                  
39340|27320|22-JAN-99|C|9999|22|440|7.8|20|                                     
3070|21920|25-JAN-99|S|9999|26|1794|31.8|69|                                    
2500|33930|25-JAN-99|T|347|7|347.2|17.4|49.6|                                   
24595|8020|25-JAN-99|I|9999|1|42|17.4|42|                                       
4520|61780|25-JAN-99|C|9999|13|338|13.8|26|                                     
8345|8850|28-JAN-99|I|9999|1|4|1.8|4|                                           
685|15120|30-JAN-99|S|167|17|571.2|17.4|33.6|                                   
910|69500|01-FEB-99|T|119|7|50.4|3.6|7.2|                                       
1170|11850|02-FEB-99|S|9999|14|1484|51|106|                                     
5650|12010|02-FEB-99|S|395|14|1232|30|88|                                       
11635|5560|06-FEB-99|I|59|8|50.4|3|6.3|                                         
8955|30100|08-FEB-99|I|9999|41|7708|101.4|188|                                  
100|2470|08-FEB-99|I|9999|6|408|30|68|                                          
2415|109310|09-FEB-99|P|9999|18|1242|28.8|69|                                   
1310|50950|09-FEB-99|I|419|18|688.5|22.8|38.25|                                 
540|81570|10-FEB-99|C|9999|14|392|9.6|28|                                       
1315|58940|10-FEB-99|S|9999|33|1485|22.8|45|                                    
8755|10410|11-FEB-99|I|419|33|658.35|11.4|19.95|                                
2045|121820|13-FEB-99|I|9999|11|715|31.8|65|                                    
145|55420|17-FEB-99|I|455|17|326.4|9|19.2|                                      
2760|34770|18-FEB-99|I|9999|7|483|36.6|69|                                      
4870|71250|23-FEB-99|S|9999|1|59|17.4|59|                                       
465|109850|23-FEB-99|S|9999|4|196|18|49|                                        
1835|125910|24-FEB-99|I|191|13|530.4|23.4|40.8|                                 
2240|45820|24-FEB-99|I|143|11|415.8|12.6|37.8|                                  
2340|58840|24-FEB-99|S|419|1|140|79.8|140|                                      
5340|22810|25-FEB-99|C|9999|12|720|23.4|60|                                     
8315|5900|26-FEB-99|C|9999|17|782|23.4|46|                                      
1510|11110|27-FEB-99|S|9999|29|1305|24|45|                                      
6420|740|27-FEB-99|S|191|27|626.4|12|23.2|                                      
5050|12760|27-FEB-99|S|9999|20|1280|31.2|64|                                    
12985|92290|01-MAR-99|I|9999|12|432|10.2|36|                                    
2070|79580|01-MAR-99|I|9999|11|1188|49.8|108|                                   
8105|28710|02-MAR-99|P|9999|8|552|31.2|69|                                      
2865|11400|03-MAR-99|S|9999|2|270|40.8|135|                                     
4385|25400|03-MAR-99|C|9999|7|686|42.6|98|                                      
8140|42920|03-MAR-99|I|11|14|4977|159.6|355.5|                                  
6940|9670|04-MAR-99|I|89|38|4617|44.4|121.5|                                    
15705|79410|06-MAR-99|I|9999|19|171|4.2|9|                                      
990|69500|08-MAR-99|C|9999|14|896|18|64|                                        
8685|8870|08-MAR-99|S|167|4|384|50.4|96|                                        
1580|160950|09-MAR-99|T|359|2|22.4|5.4|11.2|                                    
1085|76220|10-MAR-99|C|9999|14|2520|85.2|180|                                   
6195|15250|10-MAR-99|S|9999|18|198|4.8|11|                                      
3885|43350|10-MAR-99|P|9999|24|1656|30|69|                                      
7620|73340|11-MAR-99|S|251|3|249.9|49.2|83.3|                                   
7870|15120|12-MAR-99|C|9999|7|182|7.8|26|                                       
2075|19900|13-MAR-99|S|9999|13|1092|31.2|84|                                    
8555|17660|14-MAR-99|P|9999|18|2502|69|139|                                     
7015|46840|14-MAR-99|I|9999|19|171|4.8|9|                                       
870|22390|16-MAR-99|T|9999|7|413|17.4|59|                                       
6400|6680|18-MAR-99|P|9999|18|342|8.4|19|                                       
5200|67620|19-MAR-99|I|467|30|832.5|15.6|27.75|                                 
3035|10660|23-MAR-99|I|335|24|806.4|14.4|33.6|                                  
1400|79070|23-MAR-99|I|9999|1|6|2.4|6|                                          
43700|33600|26-MAR-99|S|9999|9|126|6|14|                                        
7260|9330|26-MAR-99|S|77|4|36|4.8|9|                                            
2305|42920|26-MAR-99|I|9999|1|58|29.4|58|                                       
13930|5490|27-MAR-99|I|9999|1|48|15|48|                                         
4190|12680|28-MAR-99|T|9999|3|21|3|7|                                           
210|6900|29-MAR-99|I|185|11|35.2|1.8|3.2|                                       
1025|56000|29-MAR-99|S|9999|2|24|6|12|                                          
10785|6790|01-APR-99|T|9999|2|24|3.6|12|                                        
2445|12570|02-APR-99|C|9999|7|273|10.8|39|                                      
16180|74400|02-APR-99|I|9999|41|697|7.8|17|                                     
2100|8750|04-APR-99|I|9999|19|1292|30|68|                                       
3940|54410|07-APR-99|S|9999|2|140|22.8|70|                                      
735|34710|08-APR-99|S|347|9|1260|77.4|140|                                      
3565|16470|09-APR-99|S|9999|2|330|86.4|165|                                     
10|178160|09-APR-99|S|9999|23|4025|93|175|                                      
14760|66520|11-APR-99|I|347|4|284.4|42|71.1|                                    
2635|65010|12-APR-99|S|9999|2|6|1.2|3|                                          
865|65860|16-APR-99|C|9999|7|378|16.2|54|                                       
7525|21090|17-APR-99|S|9999|2|50|13.2|25|                                       
4605|13340|19-APR-99|I|2|19|923.4|24.6|48.6|                                    
11780|5410|19-APR-99|I|9999|10|690|21|69|                                       
1675|16340|20-APR-99|T|419|10|472|27|47.2|                                      
16540|132610|21-APR-99|I|194|30|480|6.6|16|                                     
7790|20130|21-APR-99|P|9999|11|638|19.2|58|                                     
220|74590|21-APR-99|P|9999|3|12|1.8|4|                                          
2415|33560|21-APR-99|S|9999|2|138|28.8|69|                                      
3585|50750|22-APR-99|P|9999|12|1428|56.4|119|                                   
15910|90640|23-APR-99|T|9999|7|224|13.8|32|                                     
1605|27350|25-APR-99|T|9999|5|195|18|39|                                        
2370|29790|26-APR-99|I|9999|12|312|7.8|26|                                      
2815|54410|26-APR-99|T|329|2|44.2|13.2|22.1|                                    
360|45820|26-APR-99|C|9999|20|860|20.4|43|                                      
1750|46910|28-APR-99|I|305|21|1852.2|51.6|88.2|                                 
11505|22670|02-MAY-99|C|9999|16|1424|41.4|89|                                   
10650|49600|04-MAY-99|I|9999|38|1596|11.4|42|                                   
1815|52330|04-MAY-99|S|9999|16|272|8.4|17|                                      
7095|45810|05-MAY-99|I|350|5|168|17.4|33.6|                                     
5070|28330|05-MAY-99|S|9999|2|156|36|78|                                        
9805|29960|06-MAY-99|S|9999|4|236|30.6|59|                                      
7125|12160|08-MAY-99|P|497|8|338|24.6|42.25|                                    
4870|68530|09-MAY-99|S|9999|29|1711|17.4|59|                                    
460|22420|10-MAY-99|S|9999|1|49|19.2|49|                                        
8915|18260|11-MAY-99|I|9999|21|819|16.2|39|                                     
3040|4240|13-MAY-99|I|9999|26|1014|13.8|39|                                     
1750|71010|13-MAY-99|I|9999|21|2058|51.6|98|                                    
1240|43910|14-MAY-99|C|9999|46|3634|23.4|79|                                    
4525|75880|15-MAY-99|I|9999|29|754|13.8|26|                                     
11865|14250|18-MAY-99|I|497|1|34.8|17.4|34.8|                                   
835|6030|18-MAY-99|S|9999|35|2065|28.8|59|                                      
1195|79180|19-MAY-99|T|9999|10|690|28.8|69|                                     
1990|34700|21-MAY-99|S|9999|13|832|18|64|                                       
1505|8800|21-MAY-99|S|9999|37|1665|21|45|                                       
13470|10410|22-MAY-99|P|9999|12|720|16.8|60|                                    
9790|19520|22-MAY-99|S|9999|15|720|16.2|48|                                     
885|74620|22-MAY-99|S|9999|24|456|8.4|19|                                       
2015|11320|26-MAY-99|T|290|5|85.5|10.2|17.1|                                    
1605|19900|27-MAY-99|S|9999|3|117|18|39|                                        
3310|49620|27-MAY-99|I|9999|12|144|6.6|12|                                      
18170|51760|28-MAY-99|T|9999|7|294|20.4|42|                                     
2575|17730|30-MAY-99|S|9999|4|196|18.6|49|                                      
7040|16480|01-JUN-99|T|9999|10|120|3.6|12|                                      
8540|6120|01-JUN-99|I|9999|12|1668|48|139|                                      
6615|40720|05-JUN-99|S|9999|22|1144|23.4|52|                                    
5210|12680|05-JUN-99|I|9999|17|629|15.6|37|                                     
7845|23880|06-JUN-99|S|473|24|436.8|10.2|18.2|                                  
1100|188700|08-JUN-99|S|9999|33|2277|30.6|69|                                   
1505|9490|08-JUN-99|I|242|11|396|21|36|                                         
44775|22810|09-JUN-99|S|9999|2|158|41.4|79|                                     
2520|16420|09-JUN-99|I|341|21|283.5|7.8|13.5|                                   
395|70680|11-JUN-99|I|9999|1|139|61.2|139|                                      
15535|124300|12-JUN-99|S|305|6|302.4|21.6|50.4|                                 
1075|31590|14-JUN-99|S|9999|9|441|18.6|49|                                      
